Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
2152	0.0171	0.3431	0.0498	Typhaang_comp50436_c2_seq1	Typhaang_comp50436_c2_seq5
2153	0.0171	0.3431	0.0498	Typhaang_comp50436_c2_seq2	Typhaang_comp50436_c2_seq5
2154	0.0000	0.0146	0.0010	Typhaang_comp50439_c1_seq1	Typhaang_comp50439_c1_seq2
2155	0.0157	0.2482	0.0634	Typhaang_comp50441_c0_seq1	Typhaang_comp50441_c0_seq2
2156	0.0379	0.5824	0.0650	Typhaang_comp50444_c0_seq10	Typhaang_comp50444_c0_seq2
2157	0.0379	0.5824	0.0650	Typhaang_comp50444_c0_seq2	Typhaang_comp50444_c0_seq8
2158	0.0379	0.5824	0.0650	Typhaang_comp50444_c0_seq2	Typhaang_comp50444_c0_seq6
2159	0.0379	0.5824	0.0650	Typhaang_comp50444_c0_seq2	Typhaang_comp50444_c0_seq4
2160	0.0708	0.5798	0.1221	Typhaang_comp50446_c0_seq1	Typhaang_comp50446_c0_seq7
2161	0.0933	0.7014	0.1330	Typhaang_comp50446_c0_seq1	Typhaang_comp50446_c0_seq5
2162	0.0931	0.7397	0.1258	Typhaang_comp50446_c0_seq1	Typhaang_comp50446_c0_seq3
2163	0.0708	0.5798	0.1221	Typhaang_comp50446_c0_seq2	Typhaang_comp50446_c0_seq7
2164	0.0933	0.7014	0.1330	Typhaang_comp50446_c0_seq2	Typhaang_comp50446_c0_seq5
2165	0.0931	0.7397	0.1258	Typhaang_comp50446_c0_seq2	Typhaang_comp50446_c0_seq3
2166	0.0057	0.0117	0.4907	Typhaang_comp50446_c0_seq3	Typhaang_comp50446_c0_seq5
2167	0.0000	0.0000	0.4018	Typhaang_comp50449_c0_seq1	Typhaang_comp50449_c0_seq2
2168	0.0093	0.0120	0.7790	Typhaang_comp50450_c0_seq11	Typhaang_comp50450_c0_seq5
2169	0.0038	0.0093	0.4047	Typhaang_comp50450_c0_seq11	Typhaang_comp50450_c0_seq3
2170	0.1401	1.4825	0.0945	Typhaang_comp50450_c0_seq11	Typhaang_comp50450_c0_seq6
2171	0.1403	1.4781	0.0949	Typhaang_comp50450_c0_seq11	Typhaang_comp50450_c0_seq2
2172	0.0019	0.0000	99.0000	Typhaang_comp50450_c0_seq14	Typhaang_comp50450_c0_seq16
2173	0.1022	1.6019	0.0638	Typhaang_comp50450_c0_seq14	Typhaang_comp50450_c0_seq15
2174	0.1156	1.7106	0.0676	Typhaang_comp50450_c0_seq14	Typhaang_comp50450_c0_seq5
2175	0.0169	0.0292	0.5786	Typhaang_comp50450_c0_seq15	Typhaang_comp50450_c0_seq5
2176	0.1022	1.6019	0.0638	Typhaang_comp50450_c0_seq15	Typhaang_comp50450_c0_seq6
2177	0.1043	1.6021	0.0651	Typhaang_comp50450_c0_seq15	Typhaang_comp50450_c0_seq16
2178	0.0019	0.0000	99.0000	Typhaang_comp50450_c0_seq16	Typhaang_comp50450_c0_seq6
2179	0.1133	1.7266	0.0656	Typhaang_comp50450_c0_seq16	Typhaang_comp50450_c0_seq5
2180	0.1171	1.2035	0.0973	Typhaang_comp50450_c0_seq2	Typhaang_comp50450_c0_seq3
2181	0.1118	1.3666	0.0818	Typhaang_comp50450_c0_seq2	Typhaang_comp50450_c0_seq5
2182	0.0013	0.0108	0.1205	Typhaang_comp50450_c0_seq3	Typhaang_comp50450_c0_seq5
2183	0.0975	1.3685	0.0713	Typhaang_comp50450_c0_seq3	Typhaang_comp50450_c0_seq8
2184	0.1280	1.3866	0.0923	Typhaang_comp50450_c0_seq3	Typhaang_comp50450_c0_seq6
2185	0.1211	1.3444	0.0901	Typhaang_comp50450_c0_seq5	Typhaang_comp50450_c0_seq6
2186	0.0470	0.6756	0.0695	Typhaang_comp50453_c0_seq2	Typhaang_comp50453_c0_seq3
2187	0.0787	0.1914	0.4111	Typhaang_comp50455_c1_seq1	Typhaang_comp50455_c1_seq2
2188	0.0000	0.0000	0.3946	Typhaang_comp50456_c0_seq2	Typhaang_comp50456_c0_seq3
2189	0.0000	0.0000	0.3946	Typhaang_comp50456_c0_seq3	Typhaang_comp50456_c0_seq4
2190	0.0050	0.0028	1.7742	Typhaang_comp50456_c0_seq3	Typhaang_comp50456_c0_seq6
2191	0.0050	0.0028	1.7742	Typhaang_comp50456_c0_seq3	Typhaang_comp50456_c0_seq5
2192	0.0000	0.0090	0.0010	Typhaang_comp50458_c1_seq5	Typhaang_comp50458_c1_seq6
2193	0.1114	0.5799	0.1921	Typhaang_comp50459_c4_seq1	Typhaang_comp50459_c4_seq6
2194	0.0036	0.0085	0.4246	Typhaang_comp50472_c0_seq1	Typhaang_comp50472_c0_seq2
2195	0.1056	1.3776	0.0767	Typhaang_comp50473_c0_seq1	Typhaang_comp50473_c0_seq2
2196	0.1344	1.0542	0.1275	Typhaang_comp50473_c0_seq1	Typhaang_comp50473_c0_seq4
2197	0.0150	0.1157	0.1292	Typhaang_comp50483_c0_seq1	Typhaang_comp50483_c0_seq3
2198	0.0640	0.6348	0.1008	Typhaang_comp50483_c0_seq1	Typhaang_comp50483_c0_seq4
2199	0.0640	0.6348	0.1008	Typhaang_comp50483_c0_seq1	Typhaang_comp50483_c0_seq2
2200	0.0478	0.4256	0.1122	Typhaang_comp50483_c0_seq2	Typhaang_comp50483_c0_seq3
2201	0.0814	1.1121	0.0732	Typhaang_comp50483_c0_seq2	Typhaang_comp50483_c0_seq6
2202	0.0814	1.1121	0.0732	Typhaang_comp50483_c0_seq2	Typhaang_comp50483_c0_seq5
2203	0.0478	0.4256	0.1122	Typhaang_comp50483_c0_seq3	Typhaang_comp50483_c0_seq4
2204	0.0929	0.9774	0.0950	Typhaang_comp50483_c0_seq3	Typhaang_comp50483_c0_seq6
2205	0.0929	0.9774	0.0950	Typhaang_comp50483_c0_seq3	Typhaang_comp50483_c0_seq5
2206	0.0814	1.1121	0.0732	Typhaang_comp50483_c0_seq4	Typhaang_comp50483_c0_seq6
2207	0.0814	1.1121	0.0732	Typhaang_comp50483_c0_seq4	Typhaang_comp50483_c0_seq5
2208	0.0106	0.6872	0.0154	Typhaang_comp50484_c0_seq2	Typhaang_comp50484_c0_seq3
2209	0.0092	0.7266	0.0127	Typhaang_comp50484_c0_seq2	Typhaang_comp50484_c0_seq8
2210	0.0091	0.8391	0.0108	Typhaang_comp50484_c0_seq3	Typhaang_comp50484_c0_seq8
2211	0.0090	0.9078	0.0099	Typhaang_comp50484_c0_seq3	Typhaang_comp50484_c0_seq6
2212	0.0090	0.9078	0.0099	Typhaang_comp50484_c0_seq3	Typhaang_comp50484_c0_seq5
2213	0.0000	0.0185	0.0010	Typhaang_comp50484_c0_seq5	Typhaang_comp50484_c0_seq8
2214	0.0000	0.0185	0.0010	Typhaang_comp50484_c0_seq6	Typhaang_comp50484_c0_seq8
2215	0.0698	0.2534	0.2756	Typhaang_comp50487_c1_seq1	Typhaang_comp50487_c1_seq3
2216	0.0771	0.2839	0.2717	Typhaang_comp50487_c1_seq1	Typhaang_comp50487_c1_seq4
2217	0.0771	0.2839	0.2717	Typhaang_comp50487_c1_seq2	Typhaang_comp50487_c1_seq4
2218	0.0771	0.2839	0.2717	Typhaang_comp50487_c1_seq2	Typhaang_comp50487_c1_seq3
2219	0.1901	0.5284	0.3598	Typhaang_comp50487_c1_seq3	Typhaang_comp50487_c1_seq5
2220	0.1901	0.5284	0.3598	Typhaang_comp50487_c1_seq4	Typhaang_comp50487_c1_seq5
2221	0.1980	0.6354	0.3116	Typhaang_comp50487_c1_seq5	Typhaang_comp50487_c1_seq2
2222	0.1980	0.6354	0.3116	Typhaang_comp50487_c1_seq5	Typhaang_comp50487_c1_seq1
2223	0.0619	1.2919	0.0479	Typhaang_comp50488_c0_seq1	Typhaang_comp50488_c0_seq5
2224	0.1100	1.7113	0.0643	Typhaang_comp50488_c0_seq1	Typhaang_comp50488_c0_seq4
2225	0.1100	1.7113	0.0643	Typhaang_comp50488_c0_seq1	Typhaang_comp50488_c0_seq3
2226	0.1100	1.7113	0.0643	Typhaang_comp50488_c0_seq1	Typhaang_comp50488_c0_seq2
2227	0.0250	0.3078	0.0811	Typhaang_comp50489_c1_seq1	Typhaang_comp50489_c1_seq2
2228	0.0398	0.3405	0.1169	Typhaang_comp50489_c1_seq1	Typhaang_comp50489_c1_seq3
2229	0.0064	0.0830	0.0765	Typhaang_comp50489_c1_seq1	Typhaang_comp50489_c1_seq4
2230	0.0251	0.1843	0.1363	Typhaang_comp50489_c1_seq2	Typhaang_comp50489_c1_seq3
2231	0.0328	0.6229	0.0527	Typhaang_comp50489_c1_seq2	Typhaang_comp50489_c1_seq4
2232	0.0790	0.7607	0.1039	Typhaang_comp50489_c1_seq3	Typhaang_comp50489_c1_seq4
2233	0.0000	0.0029	0.0010	Typhaang_comp50490_c0_seq2	Typhaang_comp50490_c0_seq4
2234	0.0258	0.2159	0.1194	Typhaang_comp50490_c0_seq2	Typhaang_comp50490_c0_seq6
2235	0.0420	0.3992	0.1051	Typhaang_comp50490_c0_seq2	Typhaang_comp50490_c0_seq5
2236	0.0257	0.2118	0.1216	Typhaang_comp50490_c0_seq4	Typhaang_comp50490_c0_seq6
2237	0.0419	0.3938	0.1065	Typhaang_comp50490_c0_seq4	Typhaang_comp50490_c0_seq5
2238	0.0154	0.1314	0.1170	Typhaang_comp50490_c0_seq5	Typhaang_comp50490_c0_seq6
2239	0.0329	0.6551	0.0502	Typhaang_comp50491_c0_seq1	Typhaang_comp50491_c0_seq5
2240	0.0329	0.6551	0.0502	Typhaang_comp50491_c0_seq2	Typhaang_comp50491_c0_seq5
2241	0.0329	0.6551	0.0502	Typhaang_comp50491_c0_seq3	Typhaang_comp50491_c0_seq5
2242	0.0607	1.2107	0.0501	Typhaang_comp50492_c0_seq2	Typhaang_comp50492_c0_seq7
2243	0.0566	1.2905	0.0439	Typhaang_comp50492_c0_seq2	Typhaang_comp50492_c0_seq5
2244	0.0692	1.3138	0.0526	Typhaang_comp50492_c0_seq3	Typhaang_comp50492_c0_seq7
2245	0.0637	1.3908	0.0458	Typhaang_comp50492_c0_seq3	Typhaang_comp50492_c0_seq5
2246	0.0610	0.3734	0.1634	Typhaang_comp50492_c0_seq5	Typhaang_comp50492_c0_seq7
2247	0.0000	0.0000	0.5185	Typhaang_comp50493_c0_seq1	Typhaang_comp50493_c0_seq7
2248	0.0000	0.0000	0.5185	Typhaang_comp50493_c0_seq1	Typhaang_comp50493_c0_seq4
2249	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq1	Typhaang_comp50493_c0_seq8
2250	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq1	Typhaang_comp50493_c0_seq5
2251	0.2687	0.3530	0.7614	Typhaang_comp50493_c0_seq1	Typhaang_comp50493_c0_seq14
2252	0.0036	0.0124	0.2865	Typhaang_comp50493_c0_seq10	Typhaang_comp50493_c0_seq13
2253	0.0036	0.0124	0.2865	Typhaang_comp50493_c0_seq11	Typhaang_comp50493_c0_seq13
2254	0.0065	0.0054	1.1960	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq8
2255	0.0065	0.0054	1.1960	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq5
2256	0.2687	0.3530	0.7614	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq6
2257	0.2687	0.3530	0.7614	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq3
2258	0.2687	0.3530	0.7614	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq2
2259	0.2773	0.3657	0.7581	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq7
2260	0.2773	0.3657	0.7581	Typhaang_comp50493_c0_seq14	Typhaang_comp50493_c0_seq4
2261	0.0000	0.0000	0.4382	Typhaang_comp50493_c0_seq2	Typhaang_comp50493_c0_seq7
2262	0.0000	0.0000	0.4382	Typhaang_comp50493_c0_seq2	Typhaang_comp50493_c0_seq4
2263	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq2	Typhaang_comp50493_c0_seq8
2264	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq2	Typhaang_comp50493_c0_seq5
2265	0.0000	0.0000	0.5185	Typhaang_comp50493_c0_seq3	Typhaang_comp50493_c0_seq7
2266	0.0000	0.0000	0.5185	Typhaang_comp50493_c0_seq3	Typhaang_comp50493_c0_seq4
2267	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq3	Typhaang_comp50493_c0_seq8
2268	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq3	Typhaang_comp50493_c0_seq5
2269	0.0000	0.0000	0.4382	Typhaang_comp50493_c0_seq4	Typhaang_comp50493_c0_seq6
2270	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq4	Typhaang_comp50493_c0_seq8
2271	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq4	Typhaang_comp50493_c0_seq5
2272	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq5	Typhaang_comp50493_c0_seq7
2273	0.3109	0.7480	0.4156	Typhaang_comp50493_c0_seq5	Typhaang_comp50493_c0_seq6
2274	0.0000	0.0000	0.4382	Typhaang_comp50493_c0_seq6	Typhaang_comp50493_c0_seq7
2275	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq6	Typhaang_comp50493_c0_seq8
2276	0.3122	0.7463	0.4183	Typhaang_comp50493_c0_seq7	Typhaang_comp50493_c0_seq8
2277	0.0000	0.0000	0.0010	Typhaang_comp50494_c3_seq5	Typhaang_comp50494_c3_seq6
2278	0.0000	0.0140	0.0010	Typhaang_comp50496_c0_seq1	Typhaang_comp50496_c0_seq2
2279	0.0000	0.0000	0.4019	Typhaang_comp50500_c0_seq1	Typhaang_comp50500_c0_seq2
2280	0.1259	0.9739	0.1292	Typhaang_comp50501_c0_seq1	Typhaang_comp50501_c0_seq2
2281	0.0162	0.5356	0.0302	Typhaang_comp50507_c3_seq1	Typhaang_comp50507_c3_seq3
2282	0.0162	0.5356	0.0302	Typhaang_comp50507_c3_seq1	Typhaang_comp50507_c3_seq2
2283	0.0176	0.8249	0.0213	Typhaang_comp50507_c3_seq1	Typhaang_comp50507_c3_seq4
2284	0.0082	0.7625	0.0108	Typhaang_comp50507_c3_seq1	Typhaang_comp50507_c3_seq5
2285	0.0104	0.9471	0.0110	Typhaang_comp50507_c3_seq2	Typhaang_comp50507_c3_seq4
2286	0.0052	0.8000	0.0065	Typhaang_comp50507_c3_seq2	Typhaang_comp50507_c3_seq5
2287	0.0104	0.9471	0.0110	Typhaang_comp50507_c3_seq3	Typhaang_comp50507_c3_seq4
2288	0.0052	0.8000	0.0065	Typhaang_comp50507_c3_seq3	Typhaang_comp50507_c3_seq5
2289	0.0000	0.0230	0.0010	Typhaang_comp50507_c3_seq4	Typhaang_comp50507_c3_seq5
2290	0.0000	0.0000	0.0010	Typhaang_comp50510_c0_seq2	Typhaang_comp50510_c0_seq5
2291	0.0000	0.0000	0.0010	Typhaang_comp50510_c0_seq5	Typhaang_comp50510_c0_seq6
2292	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq12	Typhaang_comp50515_c0_seq6
2293	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq12	Typhaang_comp50515_c0_seq16
2294	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq12	Typhaang_comp50515_c0_seq14
2295	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq14	Typhaang_comp50515_c0_seq4
2296	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq16	Typhaang_comp50515_c0_seq4
2297	0.0000	0.0000	0.4031	Typhaang_comp50515_c0_seq4	Typhaang_comp50515_c0_seq6
2298	0.0811	1.2912	0.0628	Typhaang_comp50516_c1_seq1	Typhaang_comp50516_c1_seq3
2299	0.0259	0.1461	0.1773	Typhaang_comp50518_c0_seq1	Typhaang_comp50518_c0_seq3
2300	0.0263	0.2086	0.1262	Typhaang_comp50518_c0_seq1	Typhaang_comp50518_c0_seq4
2301	0.0000	0.0374	0.0010	Typhaang_comp50518_c0_seq3	Typhaang_comp50518_c0_seq4
2302	0.1461	0.8237	0.1774	Typhaang_comp50519_c0_seq1	Typhaang_comp50519_c0_seq6
2303	0.1461	0.8237	0.1774	Typhaang_comp50519_c0_seq2	Typhaang_comp50519_c0_seq6
2304	0.1461	0.8237	0.1774	Typhaang_comp50519_c0_seq4	Typhaang_comp50519_c0_seq6
2305	0.0174	0.0420	0.4154	Typhaang_comp50528_c0_seq1	Typhaang_comp50528_c0_seq2
2306	0.0832	0.5952	0.1399	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq9
2307	0.0832	0.5952	0.1399	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq5
2308	0.0860	0.5337	0.1612	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq10
2309	0.0987	0.5594	0.1765	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq16
2310	0.0987	0.5594	0.1765	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq13
2311	0.0594	0.5870	0.1011	Typhaang_comp50529_c0_seq1	Typhaang_comp50529_c0_seq19
2312	0.0020	0.0000	99.0000	Typhaang_comp50529_c0_seq10	Typhaang_comp50529_c0_seq9
2313	0.0020	0.0000	99.0000	Typhaang_comp50529_c0_seq10	Typhaang_comp50529_c0_seq5
2314	0.0032	0.0187	0.1689	Typhaang_comp50529_c0_seq10	Typhaang_comp50529_c0_seq13
2315	0.0000	0.0000	0.4100	Typhaang_comp50529_c0_seq13	Typhaang_comp50529_c0_seq16
2316	0.0032	0.0187	0.1689	Typhaang_comp50529_c0_seq13	Typhaang_comp50529_c0_seq9
2317	0.0032	0.0187	0.1689	Typhaang_comp50529_c0_seq16	Typhaang_comp50529_c0_seq5
2318	0.0000	0.0000	99.0000	Typhaang_comp50529_c0_seq5	Typhaang_comp50529_c0_seq9
2319	0.1223	0.4270	0.2864	Typhaang_comp50532_c0_seq1	Typhaang_comp50532_c0_seq2
2320	0.0144	0.0189	0.7599	Typhaang_comp50534_c0_seq1	Typhaang_comp50534_c0_seq2
2321	0.0795	0.3655	0.2174	Typhaang_comp50537_c0_seq1	Typhaang_comp50537_c0_seq2
2322	0.0686	0.6780	0.1012	Typhaang_comp50539_c0_seq1	Typhaang_comp50539_c0_seq2
2323	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq1	Typhaang_comp50540_c0_seq8
2324	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq1	Typhaang_comp50540_c0_seq7
2325	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq1	Typhaang_comp50540_c0_seq5
2326	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq1	Typhaang_comp50540_c0_seq3
2327	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq3	Typhaang_comp50540_c0_seq4
2328	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq4	Typhaang_comp50540_c0_seq8
2329	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq4	Typhaang_comp50540_c0_seq7
2330	0.0000	0.0000	0.4021	Typhaang_comp50540_c0_seq4	Typhaang_comp50540_c0_seq5
2331	0.0087	0.6429	0.0136	Typhaang_comp50541_c0_seq1	Typhaang_comp50541_c0_seq2
2332	0.1519	1.1016	0.1379	Typhaang_comp50551_c1_seq1	Typhaang_comp50551_c1_seq2
2333	0.1532	1.0981	0.1395	Typhaang_comp50551_c1_seq2	Typhaang_comp50551_c1_seq3
2334	0.1646	1.1571	0.1423	Typhaang_comp50551_c1_seq2	Typhaang_comp50551_c1_seq5
2335	0.1630	1.1603	0.1405	Typhaang_comp50551_c1_seq2	Typhaang_comp50551_c1_seq4
2336	0.0000	0.0057	0.0010	Typhaang_comp50553_c0_seq1	Typhaang_comp50553_c0_seq2
2337	0.0243	0.0432	0.5624	Typhaang_comp50557_c0_seq3	Typhaang_comp50557_c0_seq4
2338	0.0000	0.0074	0.0010	Typhaang_comp50560_c2_seq1	Typhaang_comp50560_c2_seq6
2339	0.0000	0.0074	0.0010	Typhaang_comp50560_c2_seq1	Typhaang_comp50560_c2_seq3
2340	0.0000	0.0074	0.0010	Typhaang_comp50560_c2_seq2	Typhaang_comp50560_c2_seq6
2341	0.0000	0.0074	0.0010	Typhaang_comp50560_c2_seq2	Typhaang_comp50560_c2_seq3
2342	0.0000	0.0097	0.0010	Typhaang_comp50560_c2_seq3	Typhaang_comp50560_c2_seq7
2343	0.0000	0.0097	0.0010	Typhaang_comp50560_c2_seq3	Typhaang_comp50560_c2_seq4
2344	0.0000	0.0097	0.0010	Typhaang_comp50560_c2_seq4	Typhaang_comp50560_c2_seq6
2345	0.0000	0.0097	0.0010	Typhaang_comp50560_c2_seq6	Typhaang_comp50560_c2_seq7
2346	0.0020	0.0018	1.1337	Typhaang_comp50561_c0_seq4	Typhaang_comp50561_c0_seq8
2347	0.0020	0.0018	1.1337	Typhaang_comp50561_c0_seq4	Typhaang_comp50561_c0_seq6
2348	0.0043	0.0066	0.6572	Typhaang_comp50561_c0_seq4	Typhaang_comp50561_c0_seq7
2349	0.0043	0.0066	0.6572	Typhaang_comp50561_c0_seq4	Typhaang_comp50561_c0_seq5
2350	0.0411	0.7596	0.0541	Typhaang_comp50563_c0_seq1	Typhaang_comp50563_c0_seq3
2351	0.0613	1.1563	0.0530	Typhaang_comp50563_c0_seq2	Typhaang_comp50563_c0_seq3
2352	0.0323	0.1734	0.1863	Typhaang_comp50566_c1_seq1	Typhaang_comp50566_c1_seq2
2353	0.0188	0.0687	0.2735	Typhaang_comp50566_c1_seq1	Typhaang_comp50566_c1_seq3
2354	0.0582	0.2955	0.1968	Typhaang_comp50566_c1_seq1	Typhaang_comp50566_c1_seq4
2355	0.0279	0.1921	0.1451	Typhaang_comp50566_c1_seq1	Typhaang_comp50566_c1_seq5
2356	0.0186	0.0722	0.2572	Typhaang_comp50566_c1_seq2	Typhaang_comp50566_c1_seq4
2357	0.0582	0.2955	0.1968	Typhaang_comp50566_c1_seq2	Typhaang_comp50566_c1_seq3
2358	0.0278	0.1843	0.1508	Typhaang_comp50566_c1_seq2	Typhaang_comp50566_c1_seq5
2359	0.0891	0.2444	0.3647	Typhaang_comp50566_c1_seq2	Typhaang_comp50566_c1_seq6
2360	0.0380	0.2044	0.1858	Typhaang_comp50566_c1_seq3	Typhaang_comp50566_c1_seq4
2361	0.0213	0.0456	0.4679	Typhaang_comp50566_c1_seq3	Typhaang_comp50566_c1_seq5
2362	0.0891	0.2444	0.3647	Typhaang_comp50566_c1_seq4	Typhaang_comp50566_c1_seq6
2363	0.0016	0.0000	99.0000	Typhaang_comp50567_c0_seq1	Typhaang_comp50567_c0_seq2
2364	0.0000	0.0000	0.4022	Typhaang_comp50569_c1_seq10	Typhaang_comp50569_c1_seq9
2365	0.0000	0.0000	0.4022	Typhaang_comp50569_c1_seq10	Typhaang_comp50569_c1_seq8
2366	0.0000	0.0000	0.0010	Typhaang_comp50569_c1_seq10	Typhaang_comp50569_c1_seq6
2367	0.0000	0.0000	0.4022	Typhaang_comp50569_c1_seq10	Typhaang_comp50569_c1_seq7
2368	0.0000	0.0000	0.4019	Typhaang_comp50569_c1_seq10	Typhaang_comp50569_c1_seq4
2369	0.0000	0.0000	0.3941	Typhaang_comp50569_c1_seq4	Typhaang_comp50569_c1_seq8
2370	0.0000	0.0000	0.0010	Typhaang_comp50569_c1_seq4	Typhaang_comp50569_c1_seq9
2371	0.0000	0.0000	0.4019	Typhaang_comp50569_c1_seq4	Typhaang_comp50569_c1_seq6
2372	0.0000	0.0000	0.4019	Typhaang_comp50569_c1_seq6	Typhaang_comp50569_c1_seq7
2373	0.0000	0.0000	0.0010	Typhaang_comp50569_c1_seq6	Typhaang_comp50569_c1_seq8
2374	0.0000	0.0000	0.4061	Typhaang_comp50569_c1_seq7	Typhaang_comp50569_c1_seq8
2375	0.0000	0.0000	0.4019	Typhaang_comp50569_c1_seq7	Typhaang_comp50569_c1_seq9
2376	0.0000	0.0000	0.4022	Typhaang_comp50569_c1_seq8	Typhaang_comp50569_c1_seq9
2377	0.0869	0.5826	0.1492	Typhaang_comp50571_c3_seq1	Typhaang_comp50571_c3_seq4
2378	0.0869	0.5826	0.1492	Typhaang_comp50571_c3_seq1	Typhaang_comp50571_c3_seq3
2379	0.0869	0.5826	0.1492	Typhaang_comp50571_c3_seq2	Typhaang_comp50571_c3_seq4
2380	0.0869	0.5826	0.1492	Typhaang_comp50571_c3_seq2	Typhaang_comp50571_c3_seq3
2381	0.0331	0.0406	0.8161	Typhaang_comp50572_c0_seq2	Typhaang_comp50572_c0_seq4
2382	0.1072	0.1679	0.6382	Typhaang_comp50572_c0_seq2	Typhaang_comp50572_c0_seq3
2383	0.0705	0.1170	0.6029	Typhaang_comp50572_c0_seq3	Typhaang_comp50572_c0_seq4
2384	0.0462	0.2523	0.1831	Typhaang_comp50579_c0_seq1	Typhaang_comp50579_c0_seq4
2385	0.1361	0.5666	0.2402	Typhaang_comp50579_c0_seq1	Typhaang_comp50579_c0_seq2
2386	0.1372	0.5665	0.2422	Typhaang_comp50579_c0_seq1	Typhaang_comp50579_c0_seq3
2387	0.0000	0.0000	0.0010	Typhaang_comp50579_c0_seq2	Typhaang_comp50579_c0_seq3
2388	0.0372	25.3014	0.0015	Typhaang_comp50580_c0_seq11	Typhaang_comp50580_c0_seq8
2389	0.0136	1.1427	0.0119	Typhaang_comp50580_c0_seq2	Typhaang_comp50580_c0_seq6
2390	0.0079	2.8565	0.0028	Typhaang_comp50580_c0_seq2	Typhaang_comp50580_c0_seq8
2391	0.0057	0.8880	0.0064	Typhaang_comp50580_c0_seq6	Typhaang_comp50580_c0_seq8
2392	0.0136	1.1427	0.0119	Typhaang_comp50580_c0_seq6	Typhaang_comp50580_c0_seq7
2393	0.0079	2.8565	0.0028	Typhaang_comp50580_c0_seq7	Typhaang_comp50580_c0_seq8
2394	0.0523	1.7153	0.0305	Typhaang_comp50581_c2_seq3	Typhaang_comp50581_c2_seq5
2395	0.0503	1.6399	0.0306	Typhaang_comp50581_c2_seq3	Typhaang_comp50581_c2_seq4
2396	0.0150	0.2453	0.0610	Typhaang_comp50581_c2_seq4	Typhaang_comp50581_c2_seq5
2397	0.1689	0.6060	0.2788	Typhaang_comp50584_c2_seq10	Typhaang_comp50584_c2_seq6
2398	0.1689	0.6060	0.2788	Typhaang_comp50584_c2_seq10	Typhaang_comp50584_c2_seq5
2399	0.1689	0.6060	0.2788	Typhaang_comp50584_c2_seq5	Typhaang_comp50584_c2_seq8
2400	0.1689	0.6060	0.2788	Typhaang_comp50584_c2_seq6	Typhaang_comp50584_c2_seq8
2401	0.0742	0.2398	0.3095	Typhaang_comp50584_c7_seq1	Typhaang_comp50584_c7_seq2
2402	0.0144	0.0683	0.2111	Typhaang_comp50585_c0_seq1	Typhaang_comp50585_c0_seq3
2403	0.0401	0.3111	0.1290	Typhaang_comp50585_c0_seq1	Typhaang_comp50585_c0_seq5
2404	0.0526	0.4152	0.1266	Typhaang_comp50585_c0_seq1	Typhaang_comp50585_c0_seq4
2405	0.0366	0.2891	0.1266	Typhaang_comp50585_c0_seq3	Typhaang_comp50585_c0_seq4
2406	0.0512	0.4156	0.1231	Typhaang_comp50585_c0_seq3	Typhaang_comp50585_c0_seq5
2407	0.0128	0.0727	0.1761	Typhaang_comp50585_c0_seq4	Typhaang_comp50585_c0_seq5
2408	0.0000	0.0000	0.0010	Typhaang_comp50587_c0_seq1	Typhaang_comp50587_c0_seq2
2409	0.0620	0.4221	0.1470	Typhaang_comp50587_c0_seq1	Typhaang_comp50587_c0_seq5
